Streckennummer:;Anfangkm:;Endekm:;Streckenname:
3605;23.786;28.170;Frankfurt (Main) Hbf (Gegenr. 3601) - Abzw Heidelberg-Wieblingen.W 333
3606;2.863;4.418;Frankfurt (M) Süd. W 204 - Frankfurt (M) Süd
3610;0;66.384;Frankfurt (Main) Hbf (tief) - Eschhofen. W 612
3611;-294;40.458;Ffm Hbf (tief). W 65 --Bad Hombg-- - Friedberg (Hess). W 13
3612;-306;1.551;Ffm Hbf (tief). W 63 --Bad Hombg-- - Friedberg (Hess) (Gegenri 3611)
3613;0;6.449;Frankfurt (Main) Hbf - Niddabrücke (Ff-Rödelheim). W 103
3614;0;100;ehemalige Strecke - Frankfurt (M) Hbf - Abzw Ffm-Galluswarte
3615;-148;9.568;Ff-Rödelheim. W 106 - Kronberg (Taunus). Gl 52
3620;34.331;35.359;Ff-Niederrad. Stw Fa. W 30 - Abzw Gutleuthof. W 3/4
3621;34.396;36.015;Ff-Niederrad. Stw Fa. W 33 - Ff-Griesheim. W 8
3622;34.465;36.168;Ff-Niederrad. Stw Fa. W 34 - Ffm Hbf (Aussenbf). W 890. G-Bahn
3623;122;1.206;Abzw Mainzer Landstraße. W 6 - Ff-Niederrad. Stw Fa. W 40
3624;3.806;8.058;Ff-Louisa. W 918 - Ff-Niederrad. W 26
3625;0;100;ehemalige Strecke - Bw 1 Ffm-Griesheim --(Stw Ef)-- - Ffm Hbf
3626;-1.253;-143;Frankfurt-Griesheim.W 155 - BD-Grenze(Stadt Ffm.Hafenbahn(H-Bahn)
3627;0;1.302;Abzw Caltex. W 103 - Caltex. W 108 (Planungstitel)
3630;2.855;4.818;Frankfurt (Main) Hgbf. Gl 106 - Ga Ffm Hgbf. Gl 402.G-Bahn
3631;359;8.308;(Ffm Hgbf) Abzw Frz.W 21 - Ff-Griesheim. W 31. G-Bahn
3632;-124;5.954;(Ffm Hgbf) Abzw Frz.W 11 - Frankfurt (Main) West. W 82. G-Bahn
3633;1.668;2.871;Frankfurt (M) Hgbf. Stw Frwf. W 57 - Abzw Mainzer Landstr..W 11.G-Bahn
3634;195.391;196.524;Frankfurt (Main) West. W 073 - Ffm West. W 016. G-Bahn
3635;0;1.027;Frankfurt (Main) Hgbf.Stw Frwf.W124 - Aw Ffm. Gl 852. G-Bahn
3636;3.474;5.431;Frankfurt (Main) Hgbf. Gl 138 - Abzw Main-Neckarbrücke. W 17. G-Bahn
3637;0;349;Abzw Main-Neckarbrücke. W 3 - Heizkraftwerk. Gl 8.G-Bahn
3640;-525;6.660;Ff-Höchst. W 257 - Bad Soden (Taunus). Gl 81. S-Bahn
3641;75;5.285;Niederhöchstadt. W 26 - Bad Soden (Taunus). Gl 82. S-Bahn
3642;-476;2.313;Ff-Höchst. W 111 - W 360. G-Bahn
3643;0;1.333;Abzw Eddersheim. W 1 - Eddersheim. W 11 (Planungstitel)
3644;5.000;9.300;Wiesbaden Ost - Wiesbaden Hbf (Planungstitel)
3650;31.390;36.746;Ffm Sportfeld. W 25 - Frankfurt (Main) Süd. W 247
3651;1.061;2.945;Neu Isenburg. W 53 - Abzw Forsthaus. W 701
3652;239;2.674;Neu Isenburg. W 26 - ehem Bf Neu Isenbg Stadt.Gl101.G-Bahn
3653;0;15.559;Buchschlag-Sprendlingen - Ober Roden. W 41
3654;22.823;25.678;Darmstadt-Arheilgen. W 822 - Darmstadt Nord. W 2.G-Bahn
3655;3.900;10.694;Ff-Louisa. W 912 - Buchschlag-Sprendlingen
3656;0;5.833;Frankfurt (Main) Flughafen - Zeppelinheim (Planungstitel)
3660;0;43.198;Frankfurt (Main) Süd --Ffm Ost-- - Aschaffenburg Hbf
3661;-539;39.610;Offenbach (Main) Hbf. W 1 - Reinheim (Odenw)
3662;3.919;14.157;Offenbach-Bieber. W 1 - Dietzenbach (Hess). Gl 2. G-Bahn
3663;0;100;ehemalige Strecke - Offenbach - Offenbach Ost
3664;21;2.095;Offenbach (Main) Ost. W 83 - Stw Oo. W 288. G-Bahn
3665;-821;672;Offenbach(M) Ost.Stw Oo. W 285 - BD-Grenze(Offenb.Hfn.Ind-Geb.).G-Bahn
3666;-25;597;Offenbach(Main) Ost. W 321 - BD-Grenze (Of.(M)).Industrieg..G-Bahn
3670;0;1.062;Hanau Hbf. W 516 - W 150
3671;0;655;Abzw Hanau West. W 404 - Hanau Hbf. W 9
3672;0;4.135;Abzw Rauschwald. W 1 - Großkrotzenburg. W 732
3673;-2;1.796;Abzw Rauschwald. W 3 - Wolfgang (Kr Hanau). W 632
3674;-215;1.464;Abzw Hanau West. W 401 - Hanau Hbf. W 14
3675;0;1.549;Hanau Nord. W 503 - Glb Hanau. Gl 77. G-Bahn
3676;-398;30;Hanau Hbf. W 205 - BD-Grenze (Hanau Hafen). H-Bahn
3677;25.011;44.962;Wolfgang (Kr. Hanau) - Gelnhausen
3680;53.807;71.774;(Ffm) Abzw Schlachthof. W 90 - Hanau Hbf. S-Bahn
3681;50.000;54.957;Ffm Hbf (tief) --Ffm Hauptwache-- - Frankfurt (Main) Süd. S-Bahn
3682;50.000;54.988;Ffm Hbf (tief) --Ffm Hauptwache-- - Ffm Süd. S-Bahn (Gegenri. 3681)
3683;2.067;16.380;(Ffm)Abzw Kleyerstr. W2 --Flugh-- - Kelsterbach. W 27. S-Bahn
3684;2.889;16.900;Frankfurt (Main) West. W 001 - Bad Vilbel. W .... S-Bahn
3685;52.530;54.100;(Ffm) Abzw Zeil. W 981 - Ffm Ost. S-Bahn
3686;52.593;54.100;(Ffm) Abzw Zeil.W982 (Gegenri.3685) - Ffm Ost. S-Bahn
3687;0;602;Abzw Ff-Schwanheim. W 100 - W 101
3688;54.988;81.550;Frankfurt (Main)-Süd - Darmstadt Hbf. S-Bahn
3700;-493;106.376;Gießen. W 91 - Fulda. W 283
3701;-283;70.007;Gießen. W 52 - Gelnhausen. W 553
3702;163.852;166.577;Gießen. Stw Gr. W 232 - Stw Gn. W 3. G-Bahn
3703;9;4.917;Dutenhofen (Kr Wetzlar). W 13 - Gießen. Stw Gs. W 277. G-Bahn
3704;-138;1.337;Gießen. Stw Gr. W 178 - Gießen. Stw Gvf. W 256. G-Bahn
3705;12.395;26.219;Londorf. Gl 2 - Lollar. W 4. G-Bahn
3706;-514;18.493;Lollar. W 1 - Wetzlar. W 21. G-Bahn
3710;-702;103.742;Wetzlar. W 79 - Koblenz Hbf
3711;60;15.445;Stockhausen (Lahn). W 7 - Beilstein (Dillkr). Gl 1. G-Bahn
3712;28;21.280;Weilburg. W 71 - Grävenwiesbach. G-Bahn
3713;0;100;ehemalige Strecke - Weilmünster - Laubuseschbach
3714;0;3.391;Asslar - Bk Bodenfeld
3720;-12;16.229;Dillenburg - Ewersbach. Gl 1 (Glan). G-Bahn
3721;12;32.882;Dillenburg - Wallau (Lahn). W 18. G-Bahn
3722;-237;8.383;Herborn (Dillkr). W 38 - Erdbach. W 5. G-Bahn
3723;-392;12.987;Haiger. Gl 122 - Breitscheid(Dillkr).Gl 1(Glan).G-Bahn
3724;0;3.200;Oberscheld Hochofen - Auguststollen
3730;-215;65.460;Limburg (Lahn). W 3 - Altenkirchen (Westerw). W 10
3731;-208;29.532;Staffel. W 1 - Siershahn. W 7
3732;0;12.485;Fehl-Ritzhausen - Erbach (Westerw). W 34. G-Bahn
3733;0;1.340;Limburg (Lahn). Stw R 1. W 115 - Aw Limburg (Lahn). Gl 24. G-Bahn
3734;0;3.630;Dehrn. Gl 1 - Kerkerbach West. W 15. G-Bahn
3740;-489;49.210;Friedberg (Hess). W 78 - Mücke (Hess)
3741;-271;33.430;Beienheim. W 4 - Schotten
3742;-539;32.235;Friedberg (Hess). W 2 - Hanau (Main) Hbf. Gl 986
3743;-387;2.471;Friedberg (Hess). Stw Ff. W 9 - Friedberg (Hess). W 303. G-Bahn
3744;651;1.422;Friedberg (Hess). Stw Rs. W 105 - Friedberg (Hess). W 200. G-Bahn
3745;-426;96.114;Bad Vilbel. W 42 - Lauterbach (Hess) Nord. W 24
3746;29.550;54.137;Grävenwiesbach - Albshausen. W 511
3747;8.062;74.459;Erdbach. Gl 2 - Montabaur. W 22. G-Bahn
3800;191.342;254.878;(RB-Grenze) Obersuhl - Guntershausen. W 8
3801;2;4.976;(Bebra) Abzw Fassdorf. W 13 - Blankenheim Bbf. W 605. G-Bahn
3802;2.766;3.942;(Bebra) Abzw Lämmerberg. W 12 - Bebra Rbf (Berg). Gl 120. G-Bahn
3803;-8;2.670;(Bebra)Abzw Weiterode.W 24(Geri 3808) - Stw Bpf. W 206. G-Bahn
3804;129;3.057;Bebra Rbf. W 122 - Blankenheim Bbf. W 608. G-Bahn
3805;0;5.249;(Bebra) Abzw Lämmerberg. W 634 - Stw Bpf. W 469. G-Bahn
3806;232.930;235.560;Beiseförth. W 3 - Malsfeld. W 22. G-Bahn
3807;0;1.900;Blankenheim Bbf. W 601 - Bebra Rbf (Berg). W 10. G-Bahn
3808;215;2.426;(Bebra) Abzw Weiterode - Stw Bpf. W 200. G-Bahn
3809;0;1.417;Bebra Rbf. W 106 - Bebra Rbf (Berg). W 6. G-Bahn
3810;-758;60.016;Bad Hersfeld. W 50 - Treysa. W 31. G-Bahn
3811;534;34.569;Alsfeld (Oberhess). W 16 - Niederaula. W 1. G-Bahn
3812;83;23.650;Bad Salzschlirf. W 12 - Niederjossa. G-Bahn
3813;-779;24.620;Hünfeld. W 5 - Treischfeld (RB-Grenze). G-Bahn
3814;7.680;22.430;(DB-Grenze) Heringen (Werra) - Philippsthal.Gl 1.(DB-Grenze).G-Bahn
3815;18.627;20.705;(RB-Grenze) Philippsthal - (RB-Grenze)
3816;100;1.500;Philippsthal - Philippsthal Süd
3820;-308;35.477;Götzenhof. W 1 - Wüstensachsen. G-Bahn
3821;12.300;25.036;(RB-Grenze) Günthers - ehem. Awanst Aura. G-Bahn
3822;0;100;ehemalige Strecke - Bronzell - Fulda
3823;0;100;ehemalige Strecke - Bronzell - Fulda (Gegenrichtung)
3824;888;23.546;Fulda. W 100 - Gersfeld (Rhön). Gl 1
3825;-714;56.340;Flieden. W 58 - Gemünden (Main)
3826;3.240;8.297;Schlüchtern. W 103 - Elm. W 48. G-Bahn
3827;-723;2.520;Sontra. W 834 - BD-Grenze (Brodberg). G-Bahn
3900;0;199.786;Kassel Hbf - Frankfurt (Main) Hbf
3901;-5;50.455;Kassel Hbf - Waldkappel. W 3. G-Bahn
3902;37;2.238;Kassel Hbf. Abzw Tunnelgleis. W 13 - Kassel Hbf
3903;0;36.046;Volkmarsen - Obervellmar. W 1
3904;-568;1.670;Kassel-Bettenhausen.W 49 - Ksl Fuldahafen. Gl 2. H-Bahn
3905;-112;4.518;Kassel-Bettenhausen.Gl 102 - Lohfelden. G-Bahn
3906;-209;16.560;Hümme. W 20 - Karlshafen (Weser).Linkes Ufer.G-Bahn
3907;0;1.914;Lohfelden - Lohfelden. Industriegeb.(Glan).G-Bahn
3908;4.480;6.903;Lohfelden.Industriegeb.(Glan).WSK44 - Werk AEG. G-Bahn
3910;-331;2.364;Kassel Rbf. Stw Krf.W 94 - Kassel Hbf. Gl 151. G-Bahn
3911;1.201;3.271;Kassel Hbf. Stw Klb.W 463 - Kassel Unterstadt. Gl 13. G-Bahn
3912;340.075;343.083;Abzw Kassel Rbf. W 8 - Kassel Rbf. W 891. G-Bahn
3913;337.742;346.170;Obervellmar. W 4 - Kassel-Wilhelmshöhe. W 651. G-Bahn
3914;339.246;340.331;Abzw Berg. W 1145 - Kassel Rbf. W 9. G-Bahn
3915;339.990;341.207;Kassel Rbf. W 1228 - Kassel Rbf. Stw Krf.W 90. G-Bahn
3916;-330;3.455;Kassel Rbf. Gl 2 - Kassel Schlachthof G-Bahn
3917;0;2.540;Abzw Kassel-Waldau. W 341 - Ksl-Waldau.Industriegeb.(Glan).G-Bahn
3918;161.329;163.157;Abzw Niedervellmar. W 1115 - Kassel Rbf. W 659. G-Bahn
3919;1.893;4.710;Ksl-Waldau.Industriege.(Glan).WSK19 - Lohfelden. Industriege..G-Bahn
3920;-182;8.112;Walburg (Hess-Nass). W 7  - Großalmerode West. G-Bahn
3921;-61;6.868;Velmeden. W 1 - Großalmerode Ost
3922;6.921;24.929;Großalmerode Ost - Eichenberg. W 16. G-Bahn
3923;0;2.440;Hessisch Lichtenau - Hess.Lichtenau.ZecheGlimmerode.G-Bahn
3924;0;14.570;Steinholz. W 1 - Hirschhagen. G-Bahn
3925;339.216;340.266;Abzw Berg. W 1146 - Kassel Rbf. W 215
3926;341.077;341.428;Kassel Rbf. W 270 - Kassel Rbf. W 278
3930;37.380;131.192;(DB-Grenze) Schwebda - Treysa. W 70. G-Bahn
3931;-270;14.680;Schwebda. W 6 - Heldra (RB-Grenze). G-Bahn
3932;169.164;193.940;(RB-Grenze) Eichenberg - Hann Münden. W 376
3933;0;100;(RB-Grenze) Heldra - (RB-Grenze)
3934;28.170;32.288;(RB-Grenze) - Schwebda. W 5
3935;-61;1.185;Eschwege. W 181 - Industriehof Eschwege. G-Bahn
3940;0;100;ehemalige Strecke - Grifte - Gudensberg
3941;-946;17.323;Wabern (Bz Kassel). W 19 - Bad Wildungen. Gl 2
3942;-225;622;Wega. W 1 - Wega (Mühle). W 20
3943;-35;332;Bad Wildungen. Gl 1 - W 1
3944;2.427;69.963;Wega. W 17 - Brilon Wald. W 50
3945;0;24.687;Zimmersrode - Gemünden (Wohra)
3950;-358;20.124;Burg- und Nieder Gemünden. W 1 - Kirchhain (Bz Kassel). W 844. G-Bahn
3951;64;19.474;Kirchhain (Bz Kassel) - Gemünden (Wohra). G-Bahn
3952;624;2.853;Stadtallendorf. W 9 - Industriegelände. südl. Gleis. G-Bahn
3953;-836;43.498;Niederwalgern. W 503 - Herborn (Dillkr). W 54
3954;-1;720;Industriegel. Stadtallendorf. W 104 - nördl. Gleis. G-Bahn
4000;0;414.900;Mannheim Hbf --Basel-- - Konstanz (DB-Grenze)
4001;0;100;ehemalige Strecke - Mannheim Hbf. W 1 - Mhm Hbf. MEG
4002;-915;19.454;Mannheim Hbf. W 2 - Heidelberg-Kirchheim. W 504. G-Bahn
4003;-267;2.340;Mannheim Hbf. W 55 - Mannheim Hbf. W 323
4010;-200;74.993;Mannheim Hbf. W 23 - Frankfurt (Main) Sportfeld. W 28
4011;0;12.250;Mannheim Hbf. Gl 3/4 - Ma-Waldhof. W 69
4012;0;100;ehemalige Strecke - Mannheim-Neckarstadt - Mhm-Waldhof
4020;-557;82.206;Mannheim Hbf. W 13 - Rastatt. W 15/16
4021;-662;1.602;Mannheim-Neckarau. W 27 - Mannheim Rbf. W 651. G-Bahn
4023;0;100;ehemalige Strecke - Schwetzingen - Abzw Neubruch
4025;49.020;60.032;Eggenstein - Karlsruhe-Knielingen. W 61. G-Bahn
4030;-1.171;4.553;Mannheim Hbf. W 276 - Mannheim Hgbf. Stw Mgw. Gl 6. G-Bahn
4031;7;2.629;Mannheim Hgbf. Abzw Rheinlust. W 1 - Stw Mgr (Glan). Gl 6.H-Bahn
4032;28;2.179;Mannheim Hgbf. Abzw Rheinlust. W 6 - Stw Mgfb (Glan). W 247. H-Bahn
4033;0;100;ehemalige Strecke - Mannheim Hgbf. Stw Mgm - Mhm-Neckarhafen
4034;0;100;ehemalige Strecke - Mannheim Hgbf. Stw Mgm - Mhm-Binnenhafen
4035;0;100;ehemalige Strecke - Mannheim Hgbf. W 134 - Mhm-Neckarhafen
4036;0;2.240;Mannheim Hgbf. Stw Mgn. W 168 - Mannheim Neckarhafen(Glan). H-Bahn
4040;-3.655;1.732;Mannheim-Käfertal. W 8 - Industrieh..Preus.Kai(Glan).Gl6.H-Ba
4041;0;100;ehemalige Strecke - Mannheim-Industriehafen - Mannheim Waldhof
4042;655;1.785;Mannheim Industriehafen. W 12 - Mhm Industriestr.(Glan). Gl 2. H-Bahn
4043;2;3.044;Mannheim Industriehafen(Glan). W 26 - Mhm Hochwasserdamm.Gl 40.H-Bahn
4044;121;1.600;Mannheim Industriehafen(Glan). W 20 - Russen-Kai. Gl 10. H-Bahn
4045;506;2.138;Mannheim Industrieha. (Glan). W 251 - Franzosen-Kai. Gl 26. H-Bahn
4046;703;2.296;Mannheim Industrieha. (Glan). W 263 - Mhm Friesenh.Str.. Gl 35. H-Bahn
4050;2.710;6.840;Mannheim Rbf. W 105 - W 580. G-Bahn
4051;0;3.254;Mannheim Rbf - Abzw Rennplatz. W 101. G-Bahn
4052;-14;5.330;Mannheim Rbf - Abzw Ziehbrunnen. W 203. G-Bahn
4060;75.934;85.375;Mannheim-Friedrichsfeld. W 1 - Schwetzingen. W 193/182
4061;76.091;78.600;Mannheim-Friedrichsfeld. W 5 - Mannheim-Friedrichsfeld Süd. W 908
4062;76.360;79.022;Mannheim-Friedrichsfeld. W 11 - Mhm-Friedrichsfeld Süd. W 901.G-Bahn
4070;-693;3.761;Mannh-Rheinau. W 44 - Mhn-Rheinau.Staatsh.Rheinu.(Glan).H-B
4071;0;2.570;Mannh-Rheinau.Staatshfn(Glan).W 29 - Hafen I Westufer. Gl 11. H-Bahn
4072;0;2.341;Mannh-Rheinau.Staatshfn(Glan).W 200 - Hafen II Ostufer. Gl 12.H-Bahn
4073;0;1.387;Mannh-Rheinau.Staatshfn(Glan).W 227 - Hafen II Westufer. Gl 15. H-Bahn
4074;0;1.368;Mannh-Rheinau.Staatshfn(Glan).W 303 - Hafen III Ostufer. Gl 17.H-Bahn
4075;0;1.498;Mannh-Rheinau. Staatshfn(Glan).W 311 - Hafen III Westufer.Gl 18.H-Bahn
4076;0;2.436;Mannh.-Rheinau. Staatshfn(Glan).W 1 - Hfn IV Südufer.Gl 4/13/47.H-Bahn
4080;0;99.266;Mannheim Hbf. Gl 3/5 - Stuttgart-Zuffenhausen. W 580
4082;32.554;40.494;Abzw Saalbach. W 21 - Graben-Neudorf. W 86
4083;46.600;49.221;Ubstadt-Weiher. W 33 - Abzw Rollenberg. W 52
4085;0;2.015;Abzw Bruchsal Nord. W 50 - Abzw Rollenberg. W 55
4100;16.896;22.215;Heidelberg Hbf. W 235 - Heidelberg Karlstor
4101;83.187;85.804;Abzw Heidelberg-Wieblingen. W 711 - Heidelberg Rbf. W 528. G-Bahn
4102;16.264;19.317;Heidelberg Rbf. W 550 - Abzw Königstuhl. W 801. G-Bahn
4103;2.770;8.900;Heidelberg Hbf - Schwetzingen
4104;-1.509;16.784;Weinheim (Bergstr). W 97 - Fürth (Odenw). Gl 1
4110;2.545;50.284;Heidelberg Karlstor - ehem. alter Bf Neckarelz
4111;-791;58.978;Neckargemünd. W 1 --Neckarelz-- - Bad Friedrichshall-Jagstfeld. W 7
4112;-624;5.103;Neckarsteinach - Schönau (b Heidelberg)
4113;-409;88.547;Eberbach. W 36 - Hanau Hbf. W 140
4114;-616;36.898;Meckesheim. W 1 - Bad Friedrichshall-Jagstfeld. W 5
4115;-323;13.265;Steinsfurt. W 1 - Eppingen. W 3
4120;50.377;154.014;Neckarelz - Würzburg-Heidingsfeld West. W 25
4122;0;1.540;Neckarelz. W 64 - Mosbach (Baden)
4123;0;100;ehemalige Strecke - Mosbach (Baden) - Mudau
4124;-884;30.077;Seckach. W 53 - Rippberg
4125;-241;10.030;Walldürn. W 6 - Hardheim. Gl 2. G-Bahn
4130;-1.143;16.029;Bruchsal. W 42 - Bretten
4131;-2.058;958;Bruchsal - Abzw Bruchsal Ost. W 300/301
4132;-79;22.047;Bruchsal - Rheinsheim
4200;-5.103;39.790;Karlsruhe Hbf. W 113 - Mühlacker. W 2
4201;34;41.949;Grötzingen. W 3 - Eppingen
4210;0;3.927;Karlsruhe Gbf - Karlsruhe-Hagsfeld. W 60. G-Bahn
4211;822;2.353;Karlsruhe Gbf. W 114 - Karlsruhe-Durlach. W 50. G-Bahn
4212;-5;2.295;Karlsruhe Gbf. W 123 - Ga Karlsruhe Hbf. G-Bahn
4213;0;5.029;Karlsruhe Gbf - Abzw Brunnenstück. W 501. G-Bahn
4214;2.233;4.318;Karlsruhe Gbf. W 909 - Abzw Dammerstock. W 401. G-Bahn
4215;2.569;6.356;Karlsruhe Gbf. W 910 - Karlsruhe West. W 105. G-Bahn
4216;0;1.050;Karlsruhe Gbf. W 103 - Karlsruhe Großmarkt. G-Bahn
4217;1.008;2.377;Karlsruhe Gbf. W 106 - Karlsruhe-Durlach. W 43. G-Bahn
4220;847;3.230;Karlsruhe West. W 103 - Kar Hafen.Gruppe C.Gl 23.G-Bahn
4221;1.685;4.652;Karlsruhe Hafen. W 1 - Gruppe A (Glan). Gl 30. G-Bahn
4222;0;100;ehemalige Strecke - Karlsruhe Hafen. W 162 - Ladestraße. Gl 44
4223;1.796;2.557;Karlsruhe Hafen. W 4 - Karlsruhe Werftstraße. Gl 26. H-Bahn
4224;0;486;Karlsruhe Hafen. W 70 A - Kar Rhein-Hafenstraße.Gl 21A.H-Bahn
4225;2.602;3.460;Karlsruhe Hafen. W 302 - Karlsruhe Fettweisstraße.Gl 57.H-Bahn
4226;0;100;ehemalige Strecke - Abzw Dammerstock - Karlsruhe West
4228;0;2.550;Karlsruhe-Knielingen (Glan). W 31 - Karlsruhe. Raffinerien. G-Bahn
4230;2.002;3.398;Karlsruhe Hafen. W 9 - Becken I Nordufer(Glan).Gl 31.H-Bahn
4231;1.904;2.802;Karlsruhe Hafen. W 6 - Becken I Südufer. Gl 28/29. H-Bahn
4232;1.766;2.558;Karlsruhe Hafen (Glan). W 2 - Becken II Nordufer. Gl 7. H-Bahn
4233;1.805;2.702;Karlsruhe Hafen. W 41 - Becken II Südufer. Gl 9. H-Bahn
4234;1.897;2.811;Karlsruhe Hafen. W 43 - Becken III Nordufer.Gl 11/12. H-Bahn
4235;2.047;3.275;Karlsruhe Hafen. W 50 - Becken III Südufer. Gl 14. H-Bahn
4236;2.561;3.686;Karlsruhe Hafen. W 72 - Becken IV Nordufer. Gl 48. H-Bahn
4237;2.588;4.218;Karlsruhe Hafen. W 72 a - Becken IV Südufer. Gl 51. H-Bahn
4238;2.994;4.267;Karlsruhe Hafen (Glan). W 304 - Becken V Nordufer. Gl 61. H-Bahn
4239;2.273;5.104;Karlsruhe Hafen. W 62 - Becken V Südufer. Gl 56. H-Bahn
4240;-614;58.664;Rastatt. W 19 - Freudenstadt Hbf. W 61
4241;0;100;ehemalige Strecke - Baden-Baden (früher Baden Oos) - Baden Baden (Alt)
4242;83.179;92.014;Rastatt. W 56 - Wintersdorf (Baden) (DB-Grenze)
4250;-764;149.639;Offenburg. W 301 - Singen (Hohentwiel). W 73
4251;-414;14.191;Hausach. W 3 - Schiltach
4252;62;8.949;Schiltach. W 26 - Schramberg. Gl 1
4260;-564;13.900;Appenweier. W 33 - Kehl (DB-Grenze)
4261;-204;1.785;Offenburg. Abzw Muhrhaag. W 3 - Appenweier-Kurve. W 216
4262;77;29.077;Appenweier. Gl 10 - Bad Griesbach. Gl 1
4263;140.842;146.420;Abzw Windschläg. W 1 - Offenburg. W 676. G-Bahn
4264;87;3.230;Lahr (Schwarzw). W 40 - Lahr Stadt. G-Bahn
4265;134.496;139.905;Abzw Eichgrund. W 209 - Abzw Neusand. W 905 (Planungstitel)
4270;-979;2.591;Kehl. W 5 - Kehl Hafen. Gl 313. W 396. G-Bahn
4271;362;3.416;Kehl Hafen. W 201 - Becken I Westu.(Glan).Gl108.W194.H-Ba
4272;699;2.395;Kehl Hafen. W 213 - Kehl Hafenstr.(Glan).Gl206. W236.H-Ba
4273;738;1.954;Kehl Hafen. W 240 - Kehl Hafenstraße (Glan). Gl 207. H-Bahn
4274;902;2.541;Kehl Hafen. W 241 - Becken II Westufer(Glan).Gl217.H-Bahn
4275;1.045;2.460;Kehl Hafen. W 303 - Becken II Ostufer(Glan). Gl302.H-Bahn
4276;1.939;2.616;Kehl Hafen. W 380 - Becken III Westufer(Glan). Gl342.H-Ba
4280;85.410;270.690;Karlsruhe - Basel Bad Bf. Bf-Mitte
4300;-2.071;75.068;Freiburg (Breisgau) Hbf. W 1 - Donaueschingen. W 30
4301;519;19.810;Titisee. W 40 - Seebrugg. Gl 8
4310;286;22.610;Freiburg (Breisgau) Hbf. W 10 - Breisach
4311;5;19.371;Denzlingen. W 12 - Elzach. Gl 1
4312;-10;11.214;Freib(Brsg).Abzw Gundelfingen.W 1/2 - Abzw Leutersberg. W 2. G-Bahn
4313;4.236;4.882;Freiburg (Breisgau) Gbf. W 71 - Abzw Heidenhof. W 302. G-Bahn
4314;-328;4.592;Müllheim (Baden). W 7 - Neuenburg (Baden)(DB-Grenze).G-Bahn
4320;44.355;45.813;(DB-Grenze) - Singen (Hohentwiel). W 1
4321;0;100;ehemalige Strecke - Singen (Hohentwiel) - Beuren-Büßlingen
4322;414.018;415.035;Konstanz. W 1 - (DB-Grenze)
4330;-475;56.731;Radolfzell. W 51 - Mengen. W 31. G-Bahn
4331;540;51.406;Stahringen. W 106 - Friedrichshafen. W 308
4332;-145;8.405;Salem - Frickingen
4333;437;17.570;Schwackenreute. W 4 - Pfullendorf. G-Bahn
4334;-269;8.430;Krauchenwies - Sigmaringen
4400;-1.819;27.269;Basel Bad Bf. W 69 - Zell (Wiesental). Gl 1
4401;326;16.616;Schopfheim. W 31 - Bad Säckingen. W 101. G-Bahn
4402;128;1.367;Waldshut. W 74 - (DB-Grenze)
4403;-572;61.483;Lauchringen. W 1 - Hintschingen. W 1. G-Bahn
4404;2.637;5.079;Basel SBB --(DB-Grenze)-- - Basel Bad Bf. W 64
4405;-151;3.870;Basel Bad Bf. W 186 - Basel Bad Rbf. W 250. G-Bahn
4406;141;6.402;Grenzacher Horn - Weil (Rhein)
4407;702;1.219;Basel Bad Bf. W 188 - Muttenz (SBB)
4410;-1.115;7.554;Weil (Rhein). W 5 - Lörrach. W 54
4411;-6;3.447;Weil (Rhein) - Basel Bad Rbf
4412;0;100;ehemalige Strecke - Weil (Rhein) - Bw Haltingen. Gl 14
4413;-836;3.250;Haltingen. W 3 - Basel Bad Rbf. (MVG). G-Bahn
4414;-1.853;2.052;Bw Haltingen. Gl 24 - Basel Bad Rbf. W 484. G-Bahn
4415;91;339;Basel Bad Rbf. W 84 - Weil (Rhein). W 87. G-Bahn
4420;-1.240;4.278;Basel Bad Rbf - Grenzacher Horn
4421;164;4.789;Basel Bad Rbf. W 487 - Weil (Rhein) Ost. W 8
4422;-19;4.135;Basel Bad Rbf. W 484 - Weil (Rhein). W 10. G-Bahn
4423;-914;1.735;Basel Bad Rbf. W 110 - Weil (Rhein) Hafen (Glan). H-Bahn
4424;89;5.045;Basel Bad Gbf. Gl 19 - Basel Bad Rbf. W 115. G-Bahn
4425;1.920;3.003;Basel Bad Rbf. W 639 - (DB-Grenze). H-Bahn
4426;0;508;Basel Bad Rbf. W 378 - W 569. G-Bahn
4500;93.521;197.927;Ulm Hbf. W 104 - Friedrichshafen. W 308
4510;-587;16.316;Laupheim West. W 7 - Schwendi. G-Bahn
4511;0;100;ehemalige Strecke - Warthausen - Ochsenhausen
4512;-220;29.450;Bad Schussenried. Gl 511 - Riedlingen. G-Bahn
4520;-218;4.253;Niederbiegen. W 3 - Weingarten (Württ). Gl 2. G-Bahn
4521;0;1.010;Abzw Baienfurt. W 1 - Baienfurt. Gl 3. G-Bahn
4522;0;100;ehemalige Strecke - Ravensburg -Baienfurt
4523;-100;4.337;Meckenbeuren. Gl 12 - Tettnang. Gl 2. G-Bahn
4530;1.278;22.575;Friedrichshafen. W 123 - Abzw Lindau-Aeschach. W 4
4531;-364;791;Friedrichshafen. W 308 - Friedrichshafen Hafen. Gl 2 B
4532;0;100;ehemalige Strecke - Friedrichshafen. W 238 - Bw. Gl W 12
4533;-154;10.610;Friedrichshafen. W 320 - Oberteuringen. G-Bahn
