Streckennummer:;Anfangkm:;Endekm:;Streckenname:
6730;-17;500;Neudietendorf. W 116 - Neudietendorf. W 100 Verbindungskurve
6731;-704;12.580;Erfurt Nord. W 36 - Erfurt-Bindersleben. W A1
6732;-506;27.737;Bad Langensalza. W 35 - Haussömmern. G-Bahn
6733;310;4.548;Arnstadt Ost. Gl 1 - Ichtershausen. Gl 1. G-Bahn
6734;0;3.278;Heiligenstadt (Eichsfeld).Gl 8 - Heiligenstadt (Eichsfeld) Ost. G-Bahn
6735;-445;4.371;Esperstedt (Kyffh). Gl 11 - Oldisleben. Gl 2. G-Bahn
6750;60;2.255;Löwenberg (Mark) Dorf. W 1 - Abzw Löwenberg (Mark)
6751;146;37.975;Löwenberg (Mark). W 65 - Rheinsberg (Mark)
6752;43.475;117.788;Löwenberg (Mark). W 3 - Prenzlau. W 91
6753;-21;2.345;Prenzlau West. W 103 - Prenzlau (Blindow). W 94
6755;-21;1.282;Bürgerhorst. W 1 - Strelitz Alt. W 28
6756;0;25.740;Neubrandenburg - Friedland (Meckl)
6757;150;1.745;Belling - Charlottenhof (Kr Pasewalk). W 2
6758;45.837;101.895;Eberswalde. W 220 - Werbig Pbf
6759;50.037;123.553;Britz (Kr Eberswalde) - Fürstenberg (Havel). W 5
6760;64;1.387;Ragösermühle - Abzw Schieferberg. W 1
6761;-21;2.960;Abzw Forsthaus. W 1 - Abzw Kanalbrücke. W 21
6762;-21;1.456;Fürstenberg (Havel). Vdü. W 1 - Fürstenberg (Havel). Stw B 3. W 55
6763;-292;31.390;Angermünde. W 40 - Bad Freienwalde (Oder). W 63
6764;-149;23.477;Angermünde. W 15 - Schwedt (Oder)
6765;-17;746;Abzw Pasewalk Ost. W 1 - Abzw Krugsdorf. W 2
6766;1.930;25.972;Abzw Prenzlau Nord. W 101 - Strasburg (Meckl). W 2
6767;101.963;142.360;Kargow. W 22 - Neubrandenburg. G-Bahn
6768;163.190;208.635;Ducherow - Seebad Heringsdorf
6769;-468;42.002;Prenzlau. W 3 - Löcknitz
6770;14.590;25.342;Gramzow (Uckermark) - Damme. W 1
6771;142.925;163.428;Jatznick - Ückermünde
6772;191.940;211.094;Züssow - Wolgast Hafen
6773;208.951;243.530;Seebad Heringsdorf. W 13 - Wolgaster Fähre
6774;178;12.970;Zinnowitz. W 14 - Peenemünde Dorf
6775;77;12.600;Bergen (Rügen) - Lauterbach (Rügen)
6776;489;12.147;Lietzow (Rügen). W 35 - Binz
6777;273.885;275.822;Sassnitz. W 3 - Sassnitz Hafen
6778;18.550;49.050;Velgast. W 2 - Prerow
6780;-140;30.751;Velgast - Tribsees
6781;-153;2.220;Barth. W 15 - Barth Hafen. G-Bahn
6782;-20;27.747;Waren (Müritz) - Malchin. W 17
6783;-457;25.170;Malchin. W 46 - Dargun
6784;-17;19.448;Abzw Gumnitz. W 1 - Pasewalk Ost. W 3
6785;9;5.633;Abzw Bürgerhorst. W 2 - Neustrelitz Hafen
6786;23.065;26.210;Grimmen-Schützenplatz. W 21 - Grimmen. W 2
6787;209.973;212.300;Greifswald. W 72 - Greifswald Hafen. G-Bahn
6788;222.811;224.820;Stralsund. W 55 - Stralsund Hafen. G-Bahn
6789;-176;2.300;Neubrandenburg. W 2 - Neubrandenburg. SJVG. G-Bahn
6791;-175;7.807;Wolgast Hafen. W 2 - Kröslin. G-Bahn
6792;19;8.940;Eberswalde West. W 12 - Finowfurt. G-Bahn
6793;591;13.845;Demmin. W 5 - Tutow. G-Bahn
6794;540;12.000;Abzw Starsow. W 1 - Rechlin Nord. G-Bahn
6795;-180;7.282;Toitz-Rustow. W 10 - Loitz. G-Bahn
6796;-327;2.109;Demmin. W 6 - Demmin Hafen. G-Bahn
6797;0;12.000;Gransee - Wolfsruh. G-Bahn
6798;23;10.000;Vogelsang (Kr Gransee). W 1 - Groß Dölln. G-Bahn
6799;-19;1.935;Eberswalde West. W 12 - Eberswalde. W 1. G-Bahn
6800;3.558;44.617;Halle-Nietleben - Hettstedt
6801;-208;4.757;Halle Thüringer Bf. W 812 - Halle (Saale) Industriebf
6802;-28;4.275;Hohenthurm. W 1a - Niemberg. W 21
6803;-874;31.054;Röblingen am See. W 70 - Vitzenburg. W 25
6804;4.954;14.560;Löbejün. W 2 - Gottgau
6805;-16;905;Querfurt Abzw K. W G - Querfurt Abzw G. W K
6806;5.970;18.136;Buna Werke. W 22 - Schafstädt
6807;-17;35.045;Merseburg - Querfurt. W 34
6808;153;3.349;Merseburg. W 77 - Merseburg Süd. W 4
6809;-17;972;Leuna Werke. Werkbahnhof. W 9 - Leuna Werke Nord. W 9
6810;-17;27.685;Merseburg - Leipzig-Leutzsch
6811;-264;23.615;Leipzig-Plagwitz. W 3 - Pörsten. W 4
6812;266;23.606;Großkorbetha. W 122 - Deuben (b Zeitz). W 28
6813;-167;24.855;Zeitz. W 188 - Osterfeld (b Zeitz)
6814;-606;25.139;Zeitz. W 232 - Altenburg
6815;80;4.695;Tröglitz. W 8 - Zeitz. W 46b
6816;3.344;24.823;Nobitz. W 3 - Langenleuba-Oberhain. W 20
6817;40;553;Narsdorf Bgdr.Langenleubaer Sp. W 59 - Cossener Spitze. W 60
6818;-17;737;Stünzhain. W 1 - Paditz. W 30
6819;454;14.820;Neukieritzsch. W 2 - Pegau. W 2
6820;-21;1.734;Zauschwitz. W 3 - Pegau Ost. W 3
6821;4.608;27.796;Zwenkau (b Leipzig) - Meuselwitz
6822;170;6.960;Böhlen (b Leipzig). W 42 - Espenhain
6823;-246;17.125;Beucha. W 1 - Trebsen (Mulde)
6824;-18;1.216;Kornhain Abzw D. W 212 - E. W 201
6825;-78;20.197;Wurzen - Lüptiz km 5.2 - Eilenburg. W 114
6826;-28;113.953;Falkenberg (Elster) - km 12.675 - Beeskow. W 4
6827;-748;7.734;Neuburxdorf. W 29 - Mühlberg (Elbe)
6828;40;13.453;Prettin - Annaburg. W 36
6829;-18;10.225;Lutherstadt Wittenberg West. W 7 - Straach
6830;-195;42.251;Pratau. W 5 - Torgau. W 11
6831;-461;38.917;Pretzsch. W 1 - Eilenburg. W 11
6832;-257;21.434;Bitterfeld. W 253 - Stumsdorf. W 3
6833;-858;1.865;Hohenthurm. W 3 - Reußen. W 15
6835;194;1.347;Delitzsch unterer Bf. W 45 - Delitzsch oberer Bf. W 127
6836;-124;886;Pratau. W 43 - Eutzsch. W 51
6837;-21;2.210;Herzberg (Elster) West. W 4 - Fermerswalde. W 3
6838;0;9.990;Gerbstedt - Friedeburg
6839;-528;4.994;Nauendorf (Saalkr). W 1 - Löbejün
6840;-351;8.670;Teutschenthal. W 42 - Salzmünde
6841;9;17.323;Torgau - Belgern. W 16
6843;-102;1.597;Falkenberg (Elster). Stw B 20.W 260 - Falkenberg (Elster). Stw W 5. W 703
6844;495;617;Falkenberg (Elster). Stw B 3. W 3 - W 4
6845;-21;1.714;Falkenberg (Elster). Stw W 2. W 519 - Falkenberg (Elster). Stw W 17. W415
6846;-17;1.191;Falkenberg (Elster). Stw B 3. W 654 - Falkenberg (Elster). Stw W 15. W 468
6847;346;495;Falkenberg (Elster). Stw B 3. W 1 - W 2
6848;-21;3.109;Herzberg (Elster) Stadt. W 5 - Falkenberg (Elster). W 3
6849;2.125;3.106;Großrössen. W 2 - Herzberg (Elster) West. W 1
6850;-1.072;19.900;Klostermansfeld. W 32 - Wippra
6851;-527;12.135;Könnern. W 1 - Baalberge. W 51
6852;-503;7.630;Bebitz. W 12 - Alsleben (Saale)
6853;-780;14.562;Bernburg-Waldau. W 6 - Calbe (Saale) West. W 1
6854;-106;2.487;Abzw. Tornitz. W 2 - Calbe (Saale) Ost. W 36
6855;-631;12.750;Köthen. W 40 - Aken (Elbe)
6856;23;19.128;Dessau-Wörlitzer Bf - Wörlitz
6857;85;25.552;Schönebeck (Elbe) - Blumenberg. W 8
6858;646;2.980;Staßfurt. W 147 - Achenbach
6859;11.500;22.280;Hakelforst - Schneidlingen
6860;-376;32.859;Staßfurt. W 148 - Blumenberg. W 3
6861;-658;25.234;Blumenberg. W 32 - Eilsleben (b Magdeburg)
6862;-737;29.294;Frose. W 20 - Quedlinburg. W 41
6863;0;17.979;Blankenburg (Harz) - Quedlinburg
6864;5.003;23.600;Michaelstein. W 13 - Königshütte (Harz)
6865;-37;2.771;Halberstadt Abzw Hof. W 295 - Harsleben. W 3
6866;103;18.880;Halberstadt - Blankenburg (Harz)
6867;0;6.137;Blankenburg (Harz) - Michaelstein. Gl 1
6870;-211;14.440;Wasserleben. W 1 - Hoppenstedt
6871;72;17.460;Mulmke. W 1 - Veltheim (Fallstein)
6873;-17;7.443;Großwudicke - Rathenow Nord
6874;171.666;183.970;Eilsleben (b Magdeburg) - Völpke (Kr Oschersleben)
6876;165;1.994;Magdeburg-Sudenburg. W 66 - Magdeburg-Buckau. W 100
6877;-17;8.599;Hassel (Kr Stendal). W 3 - Neuermark-Lübars. W 4
6878;264;12.228;Biederitz. W 54/55 - Magdeburg-Buckau. W 247
6879;-384;1.910;Magdeburg Elbbf - Magdeburg Sülzebf. W 11/12
6880;-405;38.888;Biederitz. W 51 - Altengrabow. W 8
6881;2.225;5.400;Genthin Abzw Zuckerfabrik - Brettin
6882;-17;1.046;Schönhauser Damm. W 1 - Hohengöhren
6883;0;25.846;Güsen (Kr Genthin) - Ziesar
6884;0;21.805;Güsen (Kr Genthin) - Jerichow. W 23
6885;0;28.931;Genthin - Schönhausen (Elbe)
6886;0;28.132;Wusterwitz - Görzke
6887;-78;24.450;Schönhausen (Elbe) - Sandau (Elbe)
6888;-330;9.500;Neugarten - Ketzin
6889;0;1.259;Brandenburg Süd. W 5 - Brandenburg-Altstadt. W 1
6890;;;Blankenburg (Harz) - Blankenburg (Harz) Nord
6891;907;32.004;Haldensleben. W 2 - Eilsleben (b Magdeburg). W 203
6892;0;32.085;Haldensleben - Weferlingen
6893;0;3.067;Süplingen. W 1 - Forsthaus Eiche
6894;0;11.600;Stendal - Tangermünde
6895;0;3.532;Stendal Ost - Stendal Vorbf. W 5
6897;0;4.175;Stendal Ost - Borstel (Kr Stendal) Anschlußstelle
6898;34.420;39.075;Osterburg Schilddorf - Osterburg
6899;-255;107.470;Stendal. W 67 - NL-Grenze km 82.631 - Uelzen                                              ab km 71.154 alte Strecke 1961
6900;100;59.266;Oebisfelde - Salzwedel. W 115
6901;-497;43.366;Salzwedel. W 144 - NL-Grenze km 29.460 - Geestgottberg. W 37
6902;-80;36.030;Salzwedel - Diesdorf (Altmark)
6903;2.880;20.325;Jeetze - Badel. W 3
6904;-615;46.180;Hohenwulsch - Rohrberg
6905;-281;35.768;Salzwedel - Dannenberg Ost. W 51
6906;23.800;37.612;Letzlingen - Gardelegen. W 3
6907;482;18.361;Etgersleben. W 2 - Förderstedt. W 1
6908;41.350;46.246;Gröningen Anst - Nienhagen (b Halberstadt). W 3
6909;0;5.640;Könnern - Rothenburg (Saale)
6911;-260;9.729;Wallwitz - Wettin
6914;-81;3.205;Trebsen (Mulde). W 1 - Neichen. W
6915;0;36.303;Krensitz - Delitzsch oberer Bf. W 127
6916;5.430;30.540;Neukirchen-Wyhra - Großbothen
6917;-17;704;Dommitzsch. W 7 - Dommitzsch. W 5
6918;-11;7.680;Mörtitz. W A 1 - Kospa. W A 4
6919;-40;4.445;Prettin - Dommitzsch. W A2
6920;70.755;71.409;Abzw Warnowbrücke Ost. W 501 - Rostock Gbf. W 59
6921;0;56.654;Wismar - Rostock Hbf. W 39
6922;56.966;59.034;Rostock Hbf. W 31 - Rostock Gbf
6924;-118;2.497;Abzw Dalwitzhof. W 6 - Rostock Gbf
6925;-609;4.156;Bentwisch. W 1 - Rostock Seehafen Süd. W 1029
6926;104;10.276;Priemerburg. W 65 - Plaaz. W 20
6927;-17;1.055;Priemerwald Süd. W 3 - Priemerwald Ost. W 8
6928;0;77.735;Hagenow Land - Bad Oldesloe. W 72                                   ab km 31.310 alte Strecke 1142
6929;2.122;18.230;Abzw Dalwitzhof.  W 8 - Sanitz (Kr Rostock)
6930;-171;8.740;Sanitz (Kr Rostock). W 1 - Tessin
6931;-654;15.324;Grevesmühlen. W 45 - Klütz (Meckl)
6932;489;33.930;Schwerin (Meckl). W 68 - Rehna
6933;5.129;45.437;Schwerin (Meckl)-Görries. W 4 - Parchim. W 47
6935;554;96.048;Ludwigslust. W 1 - Waren (Müritz). W 9
6936;0;71.314;Hornstorf. W 5 - Karow (Meckl). W 73
6937;0;26.692;Teterow - Gnoien
6938;-131;61.956;Neustadt (Dosse). W 84 - Meyenburg. W 60
6939;-1.580;59.578;Meyenburg. W 60 - Güstrow. W 80
6940;451;26.695;Ganzlin. W 2 - Röbel (Meckl)
6941;-53;73.696;Wittenberge. W 59 - Buschhof (Kr Neustrelitz)
6942;0;38.579;Buschhof (Kr Neustrelitz) - Thurow (Meckl). W 8
6943;-8;10.244;Rövershagen - Ostseebad Graal-Müritz
6944;-433;21.730;Perleberg. W 7 - Margaretental
6945;0;17.055;Pritzwalk - Putlitz
6946;22;43.451;Neustadt (Dosse) - Herzberg (Mark). W 2
6947;0;4.648;Abzw Köritz. W 1 - Barsikow. W 3
6948;-1.235;29.792;Paulinenaue. W 3 - Neuruppin. W 33
6949;118;1.000;Bentwisch. W 21 - Poppendorf
6954;-21;5.018;Mukran-Borchtitz. W 1 - Mukran Pbf
6955;-707;2.460;Malliß. W 1 - Conow
6956;-10;10.220;Rheinsberg (Mark). W 1 - Stechlinsee
6957;387;19.060;Thurow (Meckl). W 8 - Feldberg (Meckl)
6958;47.501;50.037;Abzw Kanalbrücke. W 22 - Britz (Kr Eberswalde)
6959;0;2.570;Boizenburg (Elbe) - Boizenburg (Elbe) Stadt
6960;0;12.313;Zittau. Gl 21 - Kurort Oybin. Gl 3
6961;-70;3.938;Bertsdorf. W 3 - Kurort Jonsdorf
6964;0;17.510;Cranzahl. Gl 1 - Kurort Oberwiesenthal. Gl 1
6965;0;11.800;Oschatz - Strehla
6966;8;26.130;Freital-Hainsberg. W 62 - Kurort Kipsdorf. Gl 2
6967;0;23.940;Mügeln (b Oschatz) - Neichen
6968;0;6.310;Nebitzschen. W 1 - Kroptewitz
6969;-505;30.920;Oschatz. Gl 12 - Döbeln
6970;-166;16.637;Radebeul Ost. Gl 1 - Radeburg. Gl 2
6971;1.500;29.780;Schönfeld-Wiesa. Papierfabrik - Meinersdorf (Erzgeb)
6972;0;13.540;Wilischthal - Thum
6973;0;41.652;Wilkau-Haßlau (Vogtl) - Carlsfeld
6975;0;22.950;Wolkenstein - Jöhstadt
6976;0;19.800;Klingenberg-Colmnitz - Frauenstein
6977;0;18.400;Klingenberg-Colmnitz - Oberdittmannsdorf
6978;0;38.755;Freital-Potschappel - Nossen
6979;0;51.860;Wilsdruff - Döbeln-Gärtitz
6981;0;13.560;Hetzdorf (Flöhatal) - Großwalthersdorf
6982;35.191;59.600;Putbus. W 23 - Göhren (Rügen)
6986;0;30.980;Gera-Pforten - Wuitz-Mumsdorf
6989;0;14.085;Rohrberg - Hanum
6996;-228;15.612;Bad Doberan. W 67 - Ostseebad Kühlungsborn West
6998;0;20.520;Senzke - Nauen
6999;0;4.000;Berliner Parkeisenbahn -
7802;;;Zgorzelec - Statsgrenze km 251.770 - (Görlitz)
7803;;;Abzw. Reczyn - Staatsgrenze km 0.690
7804;;;Abzw. Reczyn - Abzw. Trzeiniec Zg
7805;;;Abzw. Trzeiniec - Staatsgrenze km 0.200
7806;;;Hradek n.N. - Staatsgrenze km 24.528 - (Zittau)
7807;;;Rumburk - Staatsgrenze km 97.690 - (Ebersbach)
7808;;;Decin hlavni nadr - Staatsgrenze km 11.860 - (Schöna)
7809;;;Decin vychod - Decin Prostredni Zleb
7810;;;Decin hl. N. nakl. N. - Decin hl. N.
7811;;;Vejprty - Bahnverwaltungsgrenze km 0.583 - (Bärenstein/Kr. Annaberg)
7812;;;Potucky - Bahnverwaltungsgrenze km 46.200 - (Johanngeorgenstadt)
7813;;;(Bad Brambach) - Bahnverwaltungsgrenze km 51.325 - Vojtanov
7814;;;Wegliniec - Horka Grenze
7815;;;Kraslice - Bahnverwaltungsgrenze km 27.477 - (Klingenthal)
7823;;;Görlitz Industriebf - Abzw. Svt
7826;;;Zwickau (Sachs.) Hbf - Zwickau (Sachs.) Hbf Stw 13
7827;;;Dresden Hbf - Dresden-Altstadt (Gl. 259)
7828;;;Zwickau (Sachs.) Hbf - Abzw. Lichtentanne Hp
7829;;;Zwickau (Sachs.) Hbf Stw B4 - Zwickau (Sachs.) Hbf Stw B13
7834;;;Nordhausen Stw No - Nordhausen Stw Nzw
7835;;;Gera Hbf Stw Gmi W3 - Gera Hbf W230
7836;;;Halle Betriebsbf Hnw - Abzw. Halle Hno
7838;;;Gera Hbf Stw Gmi - Gera Hbf Stw Ga
7839;;;Gröbers Gröbers Ost
7847;;;Erfurt Gbf (W88) - Erfurt Hbf (W104/105)
7850;;;Decin hl. N. - Decin zapad. N.
7851;;;Decin hl. N. - Decin vychod horni nadrazi
7852;;;Decin vychod horni nadrazi - Decin vychod dolni nadrazi
9705;;;Zwickau (Sachs.) Hbf - Zwickau Zentrum
9706;;;Werkbahn Leuna Streckenwechsel - Lochau Werkbahnhof
9707;;;Schmirchau Gbf - Raitzhain W2 (Wismutbahn)
